UNIQUE_ID,COUNTYFP,CNTY_NAME,PREC,G22ATGDFOR,G22ATGOWRI,G22ATGRCHA,G22CNTDSPI,G22CNTLPRO,G22CNTOWRI,G22CNTRMAT,G22GOVABRI,G22GOVDSIS,G22GOVLDAV,G22GOVOWRI,G22GOVRLOM,G22LTGAHOG,G22LTGDCAN,G22LTGIDEL,G22LTGLTAC,G22LTGOWRI,G22LTGRANT,G22SOSAHAN,G22SOSDAGU,G22SOSLCRA,G22SOSOWRI,G22SOSRMAR,G22SQ1NO,G22SQ1YES,G22SQ2NO,G22SQ2YES,G22SQ3NO,G22SQ3YES,G22TREAHEN,G22TREDCON,G22TRELELL,G22TREOWRI,G22TRERFIO,G22USSARUB,G22USSDCOR,G22USSILIN,G22USSLSCO,G22USSOWRI,G22USSRLAX,GCAJ1NFOR,GCAJ1NWES,GCAJ1NWRI,GCAJ2NGIB,GCAJ2NWRI,GCAJ3NBUL,GCAJ3NWRI,GCON01DTIT,GCON01LCAV,GCON01RROB,GCON02ABES,GCON02DKRA,GCON02LBAB,GCON02RAMO,GCON03DLEE,GCON03RBEC,GCON04DHOR,GCON04RPET,GSCJANBEL,GSCJANWRI,GSCJENPAR,GSCJENWRI,GSL001DMON,GSL001IMCA,GSL001RBRI,GSL002DCHR,GSL002LBED,GSL002RKAS,GSL003DTOR,GSL003RLEM,GSL004LBUR,GSL004RMCA,GSL005DMIL,GSL005LMOR,GSL005RQUI,GSL006DSUM,GSL006RRIO,GSL007DMIL,GSL007RPAL,GSL008DNGU,GSL008RLOG,GSL009DYEA,GSL009RFLE,GSL010DNGU,GSL010RHER,GSL011DDUR,GSL011RKRA,GSL012DCAR,GSL012RLAR,GSL013DRUC,GSL013RHIB,GSL014DMOS,GSL014RSTA,GSL015DWAT,GSL015RBAN,GSL016DGON,GSL016RHOL,GSL017DTHO,GSL017RPAW,GSL018DCON,GSL018RDEC,GSL019RYUR,GSL020DORE,GSL020LLAR,GSL020RVAU,GSL021DMAR,GSL021RPET,GSL022DRAM,GSL022RHAR,GSL023DBRI,GSL023LMAN,GSL023RGAL,GSL024DPET,GSL024RKIN,GSL025DLAR,GSL025RKUM,GSL026LMIT,GSL026RDEL,GSL027DTAY,GSL027RORT,GSL028DDSI,GSL028RBRO,GSL029DCOH,GSL029RKNI,GSL030DAND,GSL030LMCG,GSL030RROD,GSL031RDIC,GSL032RHAN,GSL033DGAR,GSL033RGUR,GSL034DBIL,GSL034RBUT,GSL035DGOR,GSL035LROB,GSL035RJON,GSL036RHAF,GSL037DBAC,GSL037LTED,GSL037RDEA,GSL038RKOE,GSL039DNOB,GSL039RGRA,GSL040DMCD,GSL040LTOL,GSL040RONE,GSL041DJAU,GSL041LMCN,GSL041RBOD,GSL042DBRO,GSL042RFAC,GSU02DFLO,GSU02RHEN,GSU08DLOO,GSU08RPAU,GSU09DSCH,GSU09RBRO,GSU10DDON,GSU10LCUN,GSU10RGRA,GSU12DPAZ,GSU12RARR,GSU13DDAL,GSU13RBUE,GSU14RHAN,GSU16DSIM,GSU16RKRA,GSU17RTIT,GSU20DFOU,GSU20LMIL,GSU20RSTO,GSU21DOHR,GSU21RLAR
Carson City-101,510,Carson City,101,348,29,263,304,15,18,324,14,318,7,12,315,15,306,3,8,18,315,18,328,9,13,292,285,367,313,338,302,354,18,324,12,16,293,11,340,2,5,11,300,156,306,153,452,145,419,167,0,0,0,14,291,5,354,0,0,0,0,449,152,456,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,16,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,340,0,0,0,0,0,0
Carson City-103,510,Carson City,103,515,35,402,448,19,28,476,6,452,16,13,495,8,447,7,8,17,488,20,488,10,14,441,486,483,566,406,537,431,11,490,14,14,447,6,487,4,8,6,472,224,491,185,721,162,685,195,0,0,0,10,410,9,552,0,0,0,0,717,180,730,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,24,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,521,0,0,0,0,0,0
Carson City-105,510,Carson City,105,431,33,442,354,7,17,554,5,381,6,2,546,3,361,4,5,16,546,18,406,2,18,487,528,398,614,313,599,327,12,407,13,21,481,0,404,4,4,6,523,190,472,172,700,127,649,168,0,0,0,5,333,0,598,0,0,0,0,672,155,698,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,19,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,575,0,0,0,0,0,0
Carson City-107,510,Carson City,107,542,44,539,446,13,22,679,8,462,16,20,663,11,442,10,11,20,670,15,519,9,21,600,636,521,706,445,682,473,18,515,20,27,583,7,482,3,5,19,656,292,519,239,817,230,751,281,0,0,0,11,382,8,762,0,0,0,0,807,241,853,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,25,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,728,0,0,0,0,0,0
Carson City-109,510,Carson City,109,625,59,555,527,18,38,707,14,539,15,22,706,14,525,9,7,21,711,28,581,7,21,652,643,630,708,562,703,577,24,575,25,35,630,8,570,13,6,16,683,268,644,288,925,264,861,320,0,0,0,18,469,6,797,0,0,0,0,919,264,945,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,26,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,768,0,0,0,0,0,0
Carson City-111,510,Carson City,111,452,52,395,394,24,32,490,20,422,19,22,467,14,387,13,21,31,478,31,426,17,25,442,387,548,402,528,383,559,26,397,22,27,471,16,448,10,3,17,460,226,403,245,626,247,595,276,0,0,0,15,396,12,523,0,0,0,0,629,252,632,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,36,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,537,0,0,0,0,0,0
Carson City-113,510,Carson City,113,533,47,596,459,22,30,714,8,476,21,17,715,13,449,14,13,31,710,28,505,15,26,657,652,561,729,488,668,546,24,486,24,35,664,6,491,15,7,19,700,301,535,288,887,239,850,274,0,0,0,18,433,16,760,0,0,0,0,888,250,900,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,41,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,764,0,0,0,0,0,0
Carson City-201,510,Carson City,201,392,42,344,346,19,22,426,24,345,18,26,409,14,327,18,15,31,404,41,364,13,19,379,376,435,403,408,342,469,36,341,19,28,389,10,360,17,11,25,400,184,372,199,575,178,541,211,0,0,0,24,322,13,462,0,0,0,0,563,196,558,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,28,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,463,0,0,0,0,0,0
Carson City-203,510,Carson City,203,528,40,412,471,25,21,506,14,487,16,17,492,15,464,11,15,19,499,37,510,8,17,446,437,565,477,521,473,534,23,496,11,18,477,7,500,14,4,12,489,238,488,212,733,198,706,219,0,0,0,20,449,11,543,0,0,0,0,731,210,725,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,21,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,522,0,0,0,0,0,0
Carson City-205,510,Carson City,205,521,48,438,431,15,33,575,14,439,23,13,575,10,436,15,16,21,561,18,492,12,10,526,482,564,524,522,500,545,17,470,26,18,524,4,489,14,10,7,543,251,490,238,748,225,702,263,0,0,0,13,418,13,621,0,0,0,0,740,235,752,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,35,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,606,0,0,0,0,0,0
Carson City-207,510,Carson City,207,424,50,372,340,11,39,492,10,363,12,27,477,14,337,5,12,28,485,28,383,5,21,449,403,470,425,447,415,463,22,344,17,34,469,14,376,5,9,18,470,203,403,216,625,193,590,226,0,0,0,13,334,3,539,0,0,0,0,623,204,610,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,19,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,525,0,0,0,0,0,0
Carson City-209,510,Carson City,209,301,25,268,269,12,19,330,8,273,16,23,312,9,261,5,13,24,318,20,288,7,12,302,283,343,292,329,285,340,14,273,7,18,320,10,282,6,10,15,309,141,313,141,478,120,443,156,0,0,0,11,258,9,355,0,0,0,0,456,142,458,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,19,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,354,0,0,0,0,0,0
Carson City-211,510,Carson City,211,285,24,320,236,16,16,396,11,250,13,8,385,7,232,6,11,17,393,12,253,10,5,382,371,285,396,262,385,272,7,252,15,11,381,3,267,8,5,1,384,149,303,148,488,112,446,147,0,0,0,8,214,10,433,0,0,0,0,479,132,491,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,26,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,422,0,0,0,0,0,0
Carson City-301,510,Carson City,301,344,36,309,289,17,20,399,13,299,13,15,390,11,293,10,11,9,392,26,310,12,11,360,346,369,355,356,359,356,23,309,23,18,355,10,310,8,9,6,388,169,344,165,544,143,515,166,0,0,0,13,263,15,439,0,0,0,0,536,138,521,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,24,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,430,0,0,0,0,0,0
Carson City-303,510,Carson City,303,460,36,419,366,26,32,545,12,390,24,19,533,21,374,7,18,27,525,26,428,14,19,485,485,477,485,474,505,453,24,405,21,32,489,12,415,11,7,20,515,244,474,184,728,181,682,221,0,0,0,16,371,13,579,0,0,0,0,712,193,715,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,25,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,583,0,0,0,0,0,0
Carson City-305,510,Carson City,305,464,54,415,362,14,21,566,12,388,17,24,529,9,363,6,13,22,546,29,413,8,17,496,522,427,544,405,514,434,20,395,20,27,501,4,414,9,5,14,523,239,466,190,726,160,680,198,0,0,0,17,312,11,631,0,0,0,0,698,190,710,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,23,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,603,0,0,0,0,0,0
Carson City-307,510,Carson City,307,640,39,507,566,24,33,635,19,593,25,25,601,20,548,13,28,28,619,32,618,15,22,569,535,711,556,685,535,715,41,581,29,26,582,13,613,21,15,16,588,287,612,296,910,277,869,318,0,0,0,28,542,16,673,0,0,0,0,907,283,914,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,42,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,679,0,0,0,0,0,0
Carson City-309,510,Carson City,309,527,64,657,423,13,33,831,19,436,19,29,804,15,420,12,13,28,814,29,492,11,24,742,766,523,802,484,751,537,17,473,18,37,759,7,473,12,1,18,797,283,634,297,918,271,864,319,0,0,0,12,389,8,895,0,0,0,0,920,275,944,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,43,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,872,0,0,0,0,0,0
Carson City-401,510,Carson City,401,392,29,308,341,18,22,384,8,352,19,13,379,9,337,9,16,24,372,18,376,17,17,335,310,444,353,395,343,404,13,353,20,24,355,9,367,11,7,14,363,162,325,215,498,201,468,225,0,0,0,11,325,12,415,0,0,0,0,490,215,490,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,24,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,402,0,0,0,0,0,0
Carson City-403,510,Carson City,403,529,57,461,441,15,28,611,13,479,22,18,574,16,438,13,6,35,587,25,483,9,21,556,514,566,535,545,508,581,26,467,19,31,556,9,486,11,7,19,573,259,495,255,751,253,723,280,0,0,0,21,432,13,636,0,0,0,0,739,275,738,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,29,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,635,0,0,0,0,0,0
Carson City-405,510,Carson City,405,466,40,368,388,14,25,489,11,392,18,21,476,4,394,11,15,21,474,15,427,10,15,446,422,476,449,448,445,452,21,409,13,27,449,4,414,12,12,11,469,212,426,212,656,195,613,224,0,0,0,13,362,6,538,0,0,0,0,646,202,629,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,17,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,524,0,0,0,0,0,0
Carson City-407,510,Carson City,407,579,65,787,473,21,35,959,16,509,11,12,951,18,488,8,14,18,943,25,544,10,19,889,833,645,892,584,867,612,31,522,24,29,887,8,526,10,7,6,941,339,688,318,1058,290,954,373,0,0,0,13,454,18,1010,0,0,0,0,1017,341,1059,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,34,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,989,0,0,0,0,0,0
Carson City-409,510,Carson City,409,623,33,445,546,20,27,548,10,572,28,20,525,9,542,15,15,32,535,31,597,13,21,482,508,623,580,544,557,571,25,578,25,27,485,7,601,10,12,6,518,232,560,257,798,245,780,253,0,0,0,14,526,16,593,0,0,0,0,818,232,818,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,27,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,583,0,0,0,0,0,0
Carson City-411,510,Carson City,411,243,25,313,190,12,19,398,3,205,8,10,402,8,193,3,9,10,399,26,220,11,6,363,387,237,406,216,375,245,8,217,19,10,370,4,222,4,6,6,387,151,306,113,475,95,432,133,0,0,0,11,180,10,428,0,0,0,0,443,124,459,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,24,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,428,0,0,0,0,0,0
Carson City-996,510,Carson City,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill-Precinct 01,001,Churchill,Precinct 01,287,48,405,236,10,26,524,21,240,18,28,494,12,226,12,10,32,503,24,254,12,22,485,390,395,410,376,366,422,17,236,21,28,494,7,254,16,8,17,499,195,346,185,541,180,548,181,0,0,0,21,217,16,543,0,0,0,0,552,171,550,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0
Churchill-Precinct 02,001,Churchill,Precinct 02,110,16,193,87,4,16,228,2,97,6,4,228,2,89,2,3,11,228,3,104,4,10,214,165,164,179,154,187,144,2,100,8,11,215,2,106,0,5,4,220,91,147,71,239,63,242,57,0,0,0,4,78,4,250,0,0,0,0,252,48,244,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
Churchill-Precinct 03,001,Churchill,Precinct 03,134,23,182,90,9,19,236,6,103,8,17,221,5,92,10,12,12,226,14,128,6,6,203,181,163,190,154,184,164,12,112,6,16,208,4,110,6,6,10,222,85,155,82,250,72,246,77,0,0,0,6,83,14,252,0,0,0,0,250,70,245,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0
Churchill-Precinct 04,001,Churchill,Precinct 04,213,36,308,171,11,25,383,18,179,11,27,366,9,167,4,8,27,378,24,184,7,21,360,274,317,289,302,251,342,15,177,12,22,369,5,192,9,9,16,368,135,249,149,393,130,386,136,0,0,0,18,160,11,401,0,0,0,0,396,128,393,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0
Churchill-Precinct 05,001,Churchill,Precinct 05,75,14,107,47,8,5,148,6,58,10,8,129,5,49,1,4,8,140,11,58,4,5,130,117,88,125,82,124,85,8,55,6,8,129,3,64,7,1,5,133,48,99,34,147,34,145,34,0,0,0,9,45,2,149,0,0,0,0,153,32,152,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0
Churchill-Precinct 06,001,Churchill,Precinct 06,132,28,205,111,12,6,254,5,119,9,8,244,5,113,5,5,13,242,12,122,8,4,241,203,177,210,168,219,160,10,119,12,12,232,4,128,6,3,8,236,96,175,85,270,76,266,82,0,0,0,7,98,6,272,0,0,0,0,265,80,268,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0
Churchill-Precinct 07,001,Churchill,Precinct 07,185,42,407,147,15,11,501,10,144,14,12,496,11,150,3,9,11,488,16,168,13,11,466,418,248,444,220,375,292,16,157,16,17,465,3,160,6,8,8,491,145,307,154,480,118,446,146,0,0,0,10,134,15,516,0,0,0,0,481,122,491,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0
Churchill-Precinct 08,001,Churchill,Precinct 08,98,17,171,64,8,6,223,9,62,7,5,221,8,64,3,5,7,216,9,82,4,1,207,187,115,194,106,168,133,9,66,9,8,211,5,70,0,7,3,221,64,138,78,213,65,213,68,0,0,0,9,57,5,233,0,0,0,0,220,63,214,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0
